BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeRF,3,0,0,0,1,2,1,.314,1.116
Rizzo1B,3,1,1,2,1,0,2,.225,.834
Torres2B,4,1,2,1,0,2,3,.254,.763
Donaldson3B,3,0,1,1,1,2,0,.230,.707
StantonDH,4,1,1,0,0,3,4,.213,.753
"Cabrera, OLF",3,2,1,2,1,1,2,.231,.702
BaderCF,3,0,0,0,1,2,0,.258,.675
Kiner-FalefaSS,4,0,1,1,0,0,0,.265,.644
HigashiokaC,2,1,1,0,0,0,1,.204,.593
"a-Hicks, APH",0,1,0,0,1,0,0,.219,.650
TrevinoC,1,0,0,0,0,0,0,.254,.681
,30,7,8,7,6,12,13,,
