PITCHERS - SF,IP,H,R,ER,BB,SO,HR,ERA
Cobb,7.1,4,1,0,0,5,0,4.09
"Brebbia(W, 5-1)",0.2,0,0,0,1,1,0,2.45
"Leone(S, 2)",1.0,1,0,0,0,1,0,3.31
,9.0,5,1,0,1,7,0,
