BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,4,0,2,0,0,0,4,.295,.755
"Freeman, TSS",4,0,1,0,0,1,4,.222,.611
"Ramírez, Jo3B",4,0,0,0,0,1,1,.280,.886
"Gonzalez, ORF",4,0,0,0,0,0,1,.279,.734
"Naylor, JDH",3,0,0,0,0,1,0,.259,.759
"Miller, O1B",4,0,2,0,0,0,1,.242,.651
Gimenez2B,4,0,1,0,0,0,2,.302,.850
MaileC,3,0,1,0,0,1,1,.234,.669
a-PalaciosPH,1,0,1,0,0,0,0,.245,.608
StrawCF,3,0,1,0,1,0,4,.199,.524
,34,0,9,0,1,4,18,,
