BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeCF-RF,1,2,0,0,4,0,0,.314,1.118
Rizzo1B,4,0,2,1,0,0,2,.228,.836
Torres2B,5,0,3,3,0,1,3,.257,.764
Donaldson3B,5,0,0,0,0,3,5,.225,.694
StantonDH,5,0,0,0,0,4,4,.208,.736
"Cabrera, ORF",4,0,2,0,0,0,2,.242,.711
BaderCF,1,0,0,0,0,1,0,.254,.663
Kiner-FalefaSS,4,0,0,0,0,2,2,.263,.646
HigashiokaC,4,2,3,0,0,0,1,.214,.614
"Hicks, ALF",4,1,1,1,0,2,3,.218,.647
,37,5,11,5,4,13,22,,
