Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,21.7,22,25.1,-3,12,22,9,40.9
2017,,21.6,46,46.0,0,10,26,23,50.0
2018,,21.9,46,48.1,-2,16,33,21,45.7
2019,,22.4,36,38.5,-3,11,26,17,47.2
2020,,23.8,7,7.9,-1,9,7,2,28.6
2021,,22.8,31,32.1,-1,16,29,9,29.0
2022,,23.1,16,20.5,-5,11,20,6,37.5
Player,,22.2,204,218.3,-14,85,163,87,42.6
