Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2015,27,2605,421,73,17.3,11.1,91.3,113.2,16.2,39.9,.280,.593,.372,.396,.529,48.5,27.1,8.1
2016,28,2022,337,48,14.2,9.3,91.5,114.7,13.4,38.0,.294,.571,.384,.397,.505,47.2,24.8,9.5
2017,29,1911,308,60,19.5,12.3,91.0,114.8,15.4,37.7,.300,.693,.430,.432,.575,49.3,26.2,10.8
2018,30,2519,430,69,16.0,10.6,93.0,116.7,10.8,40.0,.307,.619,.427,.418,.520,52.7,22.5,10.6
2019,31,2463,442,52,11.8,7.9,91.3,112.6,12.5,40.7,.301,.567,.386,.396,.476,47.9,21.0,11.0
2020,32,898,154,17,11.0,7.2,89.5,110.7,14.7,39.6,.229,.443,.290,.318,.387,41.6,24.9,9.3
2021,33,2410,425,53,12.5,8.4,92.1,113.2,16.9,41.2,.288,.533,.364,.374,.467,49.4,23.7,8.7
2022,34,2389,393,49,12.5,8.2,89.1,111.6,14.1,42.0,.260,.471,.343,.349,.429,41.7,24.3,8.7
Player,,17217,2910,421,14.5,9.5,91.3,116.7,14.2,40.0,.286,.568,.380,.389,.492,47.8,24.2,9.6
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
