Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,96,84,99,99,78,100,100,90,92,99,8,57,10,24,75,,
2016,97,96,98,96,90,91,95,91,96,94,19,69,14,33,54,,
2017,100,97,100,100,91,98,99,95,97,98,17,72,10,48,51,8,
2018,99,99,100,99,96,100,98,97,98,100,38,75,25,42,45,,
2019,95,97,93,90,94,92,83,88,87,90,55,76,35,42,47,,
2020,39,25,62,72,26,84,73,63,77,63,36,53,38,30,27,,
2021,87,90,90,87,76,88,81,90,88,90,33,47,22,11,31,,67
2022,84,71,87,85,66,90,87,51,78,60,29,57,17,29,24,,
