Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
San Diego Padres,MLB,April,3,0,2.16,4,4,0,25.0,95,20,9,6,2,2,25,0.88
San Diego Padres,MLB,May,2,0,1.64,5,5,0,33.0,134,26,7,6,2,9,33,1.06
San Diego Padres,MLB,June,3,2,2.91,5,5,0,34.0,130,22,11,11,5,8,34,0.88
San Diego Padres,MLB,July,0,2,4.24,4,4,0,23.1,99,19,11,11,2,8,22,1.16
San Diego Padres,MLB,August,1,2,4.24,6,6,0,34.0,146,37,19,16,5,4,35,1.21
San Diego Padres,MLB,September,1,1,3.16,5,5,0,25.2,114,28,10,9,6,9,28,1.44
San Diego Padres,MLB,October,0,0,0.00,1,1,0,6.0,22,2,0,0,0,2,7,0.67
San Diego Padres,MLB,Pre All-Star,8,2,2.42,16,16,0,104.0,411,78,32,28,9,23,102,0.97
San Diego Padres,MLB,Post All-Star,2,5,3.62,14,14,0,77.0,329,76,35,31,13,19,82,1.23
