Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2011,2 Teams,,Minors,P,9,7,24.2,6,2,4,0,0,,1.000
2011,2 Teams,,Minors,P,9,7,24.2,6,2,4,0,0,,1.000
2011,GCL Blue Jays,GCL,ROK,P,8,7,21.2,5,2,3,0,0,,1.000
2011,Bluefield Blue Jays,APP,ROK,P,1,0,3.0,1,0,1,0,0,,1.000
2011,2 Teams,,ROK,P,9,7,24.2,6,2,4,0,0,,1.000
2012,2 Teams,,Minors,P,6,1,17.0,1,0,1,0,0,,1.000
2012,2 Teams,,Minors,P,6,1,17.0,1,0,1,0,0,,1.000
2012,Bluefield Blue Jays,APP,ROK,P,2,1,8.0,0,0,0,0,0,,.000
2012,Greeneville Astros,APP,ROK,P,4,0,9.0,1,0,1,0,0,,1.000
2012,2 Teams,,ROK,P,6,1,17.0,1,0,1,0,0,,1.000
2013,GCL Astros,GCL,ROK,P,11,3,32.2,7,2,4,1,1,,.857
2014,Tri-City ValleyCats,NYP,A(Short),P,15,13,77.0,14,6,6,2,0,,.857
2015,3 Teams,,Minors,P,19,14,100.2,35,14,18,3,2,,.914
2015,3 Teams,,Minors,P,19,14,100.2,35,14,18,3,2,,.914
2015,Quad Cities River Bandits,MID,A(Full),P,5,3,25.2,12,5,5,2,0,,.833
2015,Lancaster JetHawks,CAL,A(Adv),P,6,4,30.0,6,3,3,0,1,,1.000
2015,Corpus Christi Hooks,TEX,AA,P,8,7,45.0,17,6,10,1,1,,.941
2016,2 Teams,,Minors,P,16,14,85.1,21,9,10,2,1,,.905
2016,2 Teams,,Minors,P,16,14,85.1,21,9,10,2,1,,.905
2016,Corpus Christi Hooks,TEX,AA,P,6,4,26.1,5,2,2,1,0,,.800
2016,Fresno Grizzlies,PCL,AAA,P,10,10,59.0,16,7,8,1,1,,.938
2017,Fresno Grizzlies,PCL,AAA,P,1,1,7.0,2,1,1,0,0,,1.000
2018,3 Teams,,Minors,P,4,4,17.2,0,0,0,0,0,,.000
2018,3 Teams,,Minors,P,4,4,17.2,0,0,0,0,0,,.000
2018,Bradenton Marauders,FSL,A(Adv),P,1,1,3.0,0,0,0,0,0,,.000
2018,Altoona Curve,EAS,AA,P,1,1,4.0,0,0,0,0,0,,.000
2018,Indianapolis Indians,INT,AAA,P,2,2,10.2,0,0,0,0,0,,.000
,4 Teams,,ROK,P,26,11,74.1,14,4,9,1,1,,.929
,2 Teams,,AAA,P,13,13,76.2,18,8,9,1,1,,.944
,2 Teams,,AA,P,15,12,75.1,22,8,12,2,1,,.909
,2 Teams,,A+,P,7,5,33.0,6,3,3,0,1,,1.000
,Quad Cities River Bandits,MID,A,P,5,3,25.2,12,5,5,2,0,,.833
,Tri-City ValleyCats,NYP,A(Short),P,15,13,77.0,14,6,6,2,0,,.857
,12 Teams,,Minors,P,81,57,362.0,86,34,44,8,4,,.907
Career Minors,12 Teams,,,P,81,57,362.0,86,34,44,8,4,,.907
