BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,2,0,0,0,0,.276,.901
TurnerSS,4,1,1,0,0,0,4,.300,.825
"Freeman, F1B",4,0,1,2,0,0,1,.296,.853
"Smith, W.D.DH",3,0,1,1,1,1,3,.258,.803
Muncy3B,4,0,1,0,0,2,2,.164,.624
LambLF,4,1,1,1,0,0,2,.263,1.154
Lux2B,4,0,2,0,0,0,1,.299,.787
BellingerCF,4,1,1,0,0,1,1,.208,.650
"Barnes, AC",3,1,0,0,0,1,2,.169,.636
,34,4,10,4,1,5,16,,
