Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Durham Bulls,Triple-A,vs Left,150,116,,33,6,0,3,18,32,29,,,2,.284,.447,.414,.861
Durham Bulls,Triple-A,vs Right,256,213,,62,18,0,13,45,40,53,,,2,.291,.406,.559,.965
