Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,80,95,72,51,81,75,57,55,80,68,82,54,79,56,95,,
2016,,,,,,,,,41,,,,,,91,,
2017,64,83,60,44,65,44,41,50,65,64,79,37,76,63,87,69,
2018,60,45,78,81,33,68,75,59,63,68,44,26,51,46,79,89,
2019,48,44,52,54,35,29,51,75,58,54,48,25,35,45,76,,
2020,67,73,82,81,33,79,70,64,71,70,54,17,58,36,82,22,80
2021,79,88,82,76,67,60,73,72,79,82,65,26,53,12,69,42,64
2022,52,69,65,60,34,74,61,47,71,61,67,21,49,17,60,32,79
