Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Rancho Cucamonga Quakes,Low-A,First Inning,4,4,1,1,0,0,0,0,0,1,0,0,0,.250,.250,.250,.500
Rancho Cucamonga Quakes,Low-A,Second Inning,1,0,0,0,0,0,0,0,1,0,0,0,0,.000,1.000,.000,1.000
Rancho Cucamonga Quakes,Low-A,Third Inning,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Rancho Cucamonga Quakes,Low-A,Fifth Inning,2,2,1,1,0,0,1,1,0,0,0,0,0,.500,.500,2.000,2.500
