Season,Bat Side,PA,Shifts,%,wOBA - No Shift,wOBA - Shift
2016,L,227,7,3.1,.316,.146
2016,R,74,0,0.0,.218,
2017,L,63,0,0.0,.227,
2017,R,6,0,0.0,.321,
2018,L,406,77,19.0,.347,.313
2018,R,187,0,0.0,.341,
2019,L,395,171,43.3,.282,.295
2019,R,111,0,0.0,.357,
2020,L,129,82,63.6,.316,.350
2020,R,73,5,6.8,.341,.177
2021,L,321,225,70.1,.410,.272
2021,R,90,3,3.3,.229,.000
2022,L,461,294,63.8,.345,.301
2022,R,197,6,3.0,.326,.377
