 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2012,,13,18.3,23.1%,0.0%,5,23.0,20.0%,0.0%
2013,,413,18.0,19.9%,4.1%,267,24.5,0.4%,16.5%
2016,,423,18.5,19.6%,4.5%,241,24.4,3.3%,23.2%
2017,,75,18.8,6.7%,1.3%,53,24.3,0.0%,9.4%
2018,,643,18.6,13.1%,1.9%,403,24.1,0.2%,13.9%
2019,,569,19.2,8.4%,4.2%,437,26.2,0.5%,25.4%
2020,,240,19.7,6.7%,3.8%,145,24.7,0.0%,22.1%
2021,,528,20.7,4.2%,4.2%,332,25.1,0.3%,20.2%
2022,,909,18.8,9.4%,3.1%,476,24.3,1.5%,16.4%
