BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Cronenworth2B,4,1,1,0,0,2,1,.213,.646
ProfarLF,3,1,0,0,1,2,0,.183,.703
"Machado, M3B",4,0,0,1,0,1,1,.359,1.025
Hosmer1B,4,0,0,1,0,2,1,.364,.961
VoitDH,4,0,0,0,0,2,1,.190,.661
MyersRF,3,1,0,0,1,1,0,.225,.570
KimSS,4,0,0,0,0,0,1,.213,.743
GrishamCF,4,1,1,1,0,2,0,.156,.527
AlfaroC,3,1,2,1,0,0,1,.250,.683
,33,5,4,4,2,12,6,,
