BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Rodríguez, JCF",4,1,1,1,1,2,1,.274,.821
France1B,3,0,0,0,2,0,1,.309,.862
SantanaDH,4,0,0,1,0,2,1,.210,.704
"Suárez, E3B",3,1,1,0,1,2,0,.237,.768
WinkerLF,2,0,0,0,2,0,1,.227,.682
1-HaggertyPR-RF,0,0,0,0,0,0,0,.286,.788
LewisRF,3,0,1,1,0,1,1,.240,.825
"Moore, DRF",0,0,0,0,0,0,0,.199,.711
a-ToroPH-2B,1,0,0,0,0,0,1,.176,.560
"Crawford, JSS",4,1,2,0,0,0,0,.264,.716
RaleighC,4,2,2,2,0,1,3,.211,.759
Frazier2B-LF,3,0,1,0,0,0,0,.239,.608
,31,5,8,5,6,8,9,,
