Season,Outs Above Average,,Back Left,Back,Back Right,Back All,In Left,In,In Right,In All,Expected Catch Percentage (%),Actual Catch Percentage (%),Catch Percentage Added (%)
2016,0,,0,0,0,0,0,0,0,0,36,0,-36
2017,-8,,-1,0,-1,-3,-1,-2,-2,-6,88,83,-5
2018,-8,,0,0,-2,-2,-4,-1,-1,-6,84,80,-4
2019,-11,,-4,-2,-1,-8,-2,-1,0,-3,86,82,-4
2020,-3,,0,0,-2,-3,0,0,0,0,82,79,-3
2021,-6,,0,-1,0,-1,-2,-1,-2,-5,89,85,-4
2022,-13,,-1,-2,-3,-6,0,-3,-4,-7,86,81,-5
