Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2015,22,27.2,4.38,,57,17,281,58.5
2016,23,24.9,,,13,43,568,17.2
2017,24,26.9,4.32,,54,44,352,47.7
2018,25,27.1,4.29,,53,42,313,53.4
2019,26,27.1,4.3,,54,44,314,54.2
2020,27,26.9,4.36,1,36,33,238,52.6
2021,28,26.8,4.43,,47,44,375,44.6
2022,29,26.4,4.51,,67,37,444,28.9
