Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Iowa Cubs,Triple-A,vs Left,19,17,,6,0,0,3,7,1,7,,,1,.353,.421,.882,1.303
Iowa Cubs,Triple-A,vs Right,25,18,,6,1,0,1,2,7,5,,,0,.333,.520,.556,1.076
