Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Philadelphia Phillies,MLB,No Outs,329,290,,66,13,2,23,36,36,100,,,1,.228,.313,.524,.837
Philadelphia Phillies,MLB,One Out,158,133,,32,5,1,12,26,23,44,,,2,.241,.361,.564,.925
Philadelphia Phillies,MLB,Two Outs,182,154,,28,3,0,11,32,27,56,,,1,.182,.308,.416,.724
