BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Edman2B,3,0,1,0,1,1,0,.274,.798
GoldschmidtDH,4,1,1,1,0,1,4,.310,.902
Arenado3B,4,0,0,0,0,1,4,.302,.945
Yepez1B,4,0,0,0,0,1,0,.333,.933
MolinaC,4,0,0,0,0,3,0,.241,.595
CarlsonRF,4,0,2,0,0,1,0,.228,.629
O'NeillLF,4,0,1,0,0,3,2,.195,.559
DonovanSS,2,0,1,0,2,0,0,.321,1.043
"1-Sosa, EPR",0,0,0,0,0,0,0,.206,.476
BaderCF,4,0,0,0,0,2,4,.223,.629
,33,1,6,1,3,13,14,,
