BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,0,0,0,0,1,2,.293,.858
LindorSS,4,1,1,0,0,0,0,.232,.714
McNeilLF-2B,4,1,2,1,0,1,1,.314,.803
AlonsoDH,4,0,0,0,0,1,3,.262,.808
"Smith, Do1B",4,1,2,1,0,0,1,.197,.528
Escobar3B,3,0,2,0,1,0,1,.216,.668
Guillorme2B,3,0,1,0,0,1,2,.260,.742
a-CanhaPH-LF,1,0,0,0,0,0,1,.289,.730
JankowskiRF,3,0,0,1,0,1,3,.265,.607
MazeikaC,3,0,0,0,0,1,3,.250,.875
,33,3,8,3,1,6,17,,
