Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Colorado Springs Sky Sox,Triple-A,Batting Second,137,122,,43,6,5,1,18,10,17,,,2,.352,.401,.508,.909
Colorado Springs Sky Sox,Triple-A,Batting Third,21,21,,9,2,0,0,4,0,2,,,0,.429,.429,.524,.953
