Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
New York Yankees,MLB,First Inning,103,90,18,21,5,0,1,2,11,14,0,1,1,.233,.320,.322,.642
New York Yankees,MLB,Second Inning,36,32,5,11,3,0,1,10,4,4,0,0,0,.344,.417,.531,.948
New York Yankees,MLB,Third Inning,71,61,9,19,2,0,1,4,9,11,1,1,0,.311,.400,.393,.793
New York Yankees,MLB,Fourth Inning,50,43,5,17,2,0,0,4,7,5,0,0,0,.395,.480,.442,.922
New York Yankees,MLB,Fifth Inning,62,54,11,17,2,0,5,14,7,6,1,0,0,.315,.387,.630,1.017
New York Yankees,MLB,Sixth Inning,52,43,7,7,2,0,1,4,9,4,0,0,0,.163,.308,.279,.587
New York Yankees,MLB,Seventh Inning,47,41,6,8,1,0,0,1,6,6,1,0,0,.195,.298,.220,.518
New York Yankees,MLB,Eighth Inning,63,52,8,12,1,0,2,4,9,8,1,1,2,.231,.365,.365,.730
New York Yankees,MLB,Ninth Inning,51,47,4,10,0,0,1,3,4,10,0,0,0,.213,.275,.277,.552
New York Yankees,MLB,Extra Innings,6,4,1,0,0,0,0,0,1,3,0,0,1,.000,.333,.000,.333
