PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
"Suárez, R(W, 2-0)",5.0,3,0,0,1,4,0,1.23
Brogdon,1.0,1,0,0,0,1,0,2.70
Gibson,1.0,1,0,0,0,1,0,0.00
"Nelson, N",1.0,0,0,0,2,0,0,0.00
Bellatti,1.0,0,0,0,0,1,0,1.50
,9.0,5,0,0,3,7,0,
