Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
San Francisco Giants,MLB,First Inning,,,3.19,31,,,31.0,121,21,11,11,4,7,36,0.90
San Francisco Giants,MLB,Second Inning,,,2.90,31,,,31.0,125,26,10,10,2,10,41,1.16
San Francisco Giants,MLB,Third Inning,,,4.94,31,,,31.0,125,25,18,17,3,11,43,1.16
San Francisco Giants,MLB,Fourth Inning,,,2.35,31,,,30.2,121,19,9,8,1,10,35,0.95
San Francisco Giants,MLB,Fifth Inning,,,1.65,28,,,27.1,108,20,5,5,1,6,45,0.95
San Francisco Giants,MLB,Sixth Inning,,,1.50,20,,,18.0,77,15,3,3,1,6,28,1.17
San Francisco Giants,MLB,Seventh Inning,,,4.50,6,,,6.0,23,5,3,3,0,1,6,1.00
San Francisco Giants,MLB,Eighth Inning,,,0.00,2,,,2.0,6,0,0,0,0,0,1,0.00
San Francisco Giants,MLB,Ninth Inning,,,0.00,1,,,1.0,4,0,0,0,0,1,2,1.00
