BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Segura2B,4,0,1,1,0,1,1,.259,.714
Hoskins1B,3,0,0,1,0,1,3,.206,.674
HarperDH,3,0,1,1,0,1,0,.276,.850
"Castellanos, NRF",2,1,0,1,2,1,0,.319,.912
RealmutoC,3,1,0,0,1,1,4,.290,.729
Bohm3B,4,1,1,2,0,1,2,.326,.875
VierlingLF,3,1,0,0,1,2,1,.154,.423
GregoriusSS,4,1,0,0,0,1,3,.311,.760
QuinnCF,2,2,1,1,1,0,0,.333,.833
,28,7,4,7,5,9,14,,
