BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu2B,3,2,1,0,2,0,0,.261,.759
JudgeCF,4,1,1,1,0,1,1,.293,1.006
Rizzo1B,3,2,1,1,0,0,1,.222,.835
a-CarpenterPH-1B,0,0,0,0,1,0,0,.257,1.209
StantonDH,3,2,1,2,1,1,1,.243,.845
Donaldson3B,3,1,1,2,1,0,1,.228,.707
"Hicks, ALF",3,0,0,0,1,2,3,.219,.624
TrevinoC,4,1,1,2,0,2,3,.270,.773
GonzalezSS,4,0,2,1,0,0,2,.250,.700
GalloRF,4,0,0,0,0,1,3,.169,.619
,31,9,8,9,6,7,15,,
