BATTERS - MIN,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Arraez2B,4,1,2,0,0,0,1,.340,.852
BuxtonDH,4,0,0,0,0,2,2,.230,.880
CorreaSS,3,1,1,0,1,1,0,.301,.845
KeplerRF,2,1,1,0,1,0,0,.242,.751
Miranda1B,4,0,1,3,0,1,3,.240,.693
KirilloffLF,4,0,0,0,0,1,1,.247,.634
SanchezC,4,0,0,0,0,0,0,.223,.706
JeffersC,0,0,0,0,0,0,0,.198,.624
Urshela3B,4,0,1,0,0,0,0,.258,.712
CelestinoCF,4,0,1,0,0,2,1,.288,.695
,33,3,7,3,2,7,8,,
