Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2015,21,28.5,4.27,3,11,3,92,86.5
2016,22,27.0,4.32,1,40,16,318,53.7
2017,23,28.0,4.23,1,29,18,171,74.7
2018,24,28.4,4.21,3,16,19,125,81.5
2019,25,27.5,4.25,,32,38,238,65.3
2020,26,27.4,4.41,,24,28,177,64.8
2021,27,27.8,4.37,1,32,27,214,68.4
2022,28,27.5,4.44,,36,24,284,54.6
