BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,0,2,0,1,1,1,.323,1.045
"Marte, SRF",5,0,1,1,0,1,3,.235,.664
LindorSS,5,0,0,0,0,1,1,.277,.957
Alonso1B,4,1,3,0,0,1,0,.260,.816
EscobarDH,3,0,2,0,1,1,1,.317,.999
CanhaLF,4,0,1,1,0,1,4,.360,.827
"Davis, J3B",3,0,0,0,0,2,3,.211,.581
"a-Canó, RPH-2B",1,0,0,0,0,0,2,.185,.537
Guillorme2B,2,1,0,0,1,2,0,.063,.313
"b-Smith, DoPH",1,0,0,0,0,0,2,.174,.484
McNeil3B,0,0,0,0,0,0,0,.293,.773
McCannC,3,0,0,0,1,1,1,.120,.393
,35,2,9,2,4,11,18,,
