PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
"Hill(W, 6-5)",7.0,3,0,0,1,11,0,4.32
Familia,0.2,3,1,1,0,0,0,5.67
"Schreiber(S, 5)",1.1,0,0,0,1,1,0,2.24
,9.0,6,1,1,2,12,0,
