Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,23.0,23,25.5,-3,12,16,15,65.2
2017,,22.7,37,35.6,1,12,15,24,64.9
2018,,24.2,23,26.4,-3,12,19,11,47.8
2019,,23.7,31,30.4,1,11,18,17,54.8
2020,,25.0,21,23.1,-2,7,8,16,76.2
2021,,27.4,7,7.4,0,4,4,4,57.1
2022,,28.4,23,22.6,0,8,10,14,60.9
Player,,24.4,165,171.0,-6,66,90,101,61.2
