BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,5,1,1,1,0,0,2,.265,.867
TurnerSS,4,0,2,0,0,1,1,.308,.852
"Freeman, F1B",3,0,1,1,0,0,1,.322,.934
"Smith, W.D.C",4,0,0,0,0,0,3,.259,.807
LambDH,3,0,0,0,1,1,1,.234,.813
Muncy3B,4,0,0,0,0,3,3,.158,.612
Lux2B,3,0,0,0,1,0,2,.295,.794
BellingerCF,4,1,1,1,0,1,2,.205,.645
"Thompson, TLF",3,1,1,0,1,2,2,.264,.814
,33,3,6,3,3,8,17,,
