BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,4,0,1,1,0,1,1,.241,.703
Devers3B,3,0,0,1,0,1,0,.300,.925
BogaertsSS,2,0,1,0,1,0,0,.303,.817
VerdugoRF,4,0,1,0,0,1,5,.280,.726
MartinezDH,4,0,0,0,0,1,2,.273,.773
Arroyo2B,4,0,0,0,0,3,0,.274,.740
McGuireC,4,1,1,0,0,2,0,.250,.587
Dalbec1B,3,1,1,0,0,1,0,.208,.649
"Duran, JaCF",2,0,0,0,1,0,0,.219,.647
,30,2,5,2,2,10,8,,
