Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2022,,22.9,28,27.9,0,4,23,12,42.9
Player,,22.9,28,27.9,0,4,23,12,42.9
