,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
*,2022,SEA,AL,132,560,511,84,145,25,3,28,75,40,145,25,7,8,.284,.345,.509,.854
,1 Season,SEA,AL,132,560,511,84,145,25,3,28,75,40,145,25,7,8,.284,.345,.509,.854
