Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,20.7,17,18.8,-2,5,16,6,35.3
2017,,22.5,34,37.2,-3,22,22,19,55.9
2018,,22.4,40,41.1,-1,18,25,20,50.0
2019,,25.1,32,30.1,2,9,18,16,50.0
2020,,26.6,8,8.6,-1,3,6,4,50.0
2021,,25.3,20,19.6,0,8,13,9,45.0
2022,,24.5,27,26.2,1,12,12,16,59.3
Player,,23.6,178,181.6,-4,77,112,90,50.6
