Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
New York Mets,MLB,No Outs,226,205,,54,7,2,7,30,13,35,,,4,.263,.314,.420,.734
New York Mets,MLB,One Out,252,219,,60,8,2,7,30,27,52,,,3,.274,.357,.425,.782
New York Mets,MLB,Two Outs,228,206,,56,10,1,12,47,19,46,,,3,.272,.342,.505,.847
