Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2015,21,1578,341,12,3.5,2.7,89.9,110.4,6.3,27.3,.278,.405,.358,.323,.360,36.7,15.8,6.2
2016,22,2552,534,22,4.1,3.2,88.7,112.1,7.9,34.6,.288,.424,.340,.338,.355,33.5,12.9,8.3
2017,23,2727,566,40,7.1,5.5,89.1,111.7,14.6,32.2,.280,.500,.353,.357,.382,35.9,12.9,8.3
2018,24,2920,560,52,9.3,7.0,90.6,114.5,14.7,34.3,.289,.512,.368,.375,.407,41.0,14.4,9.4
2019,25,2426,507,38,7.5,5.8,91.0,113.5,12.3,29.8,.273,.464,.349,.333,.370,41.0,15.0,7.0
2020,26,1118,197,11,5.6,4.1,89.9,111.4,13.5,36.5,.279,.441,.324,.346,.371,41.1,15.4,9.0
2021,27,2096,365,30,8.2,5.7,90.7,112.9,14.4,35.6,.254,.453,.317,.345,.380,44.1,18.3,11.1
2022,28,2829,504,42,8.3,5.9,89.3,110.7,13.8,29.2,.254,.427,.342,.331,.370,41.3,18.8,8.4
Player,,18246,3574,247,6.9,5.2,89.9,114.5,12.3,32.2,.275,.458,.346,.345,.376,39.0,15.3,8.5
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
