Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Oakland Athletics,MLB,April,2,1,2.93,5,5,0,27.2,113,25,9,9,4,7,18,1.16
Oakland Athletics,MLB,May,0,1,3.65,2,2,0,12.1,51,14,6,5,1,2,8,1.30
Oakland Athletics,MLB,June,0,4,4.08,6,6,0,35.1,148,35,17,16,6,9,26,1.25
Oakland Athletics,MLB,July,4,1,1.85,5,5,0,34.0,123,19,8,7,1,3,22,0.65
Oakland Athletics,MLB,August,1,4,4.23,6,6,0,38.1,156,37,20,18,6,6,30,1.12
Oakland Athletics,MLB,September,2,2,8.23,5,5,0,27.1,126,40,27,25,7,9,19,1.79
Oakland Athletics,MLB,October,0,0,0.00,1,1,0,6.0,24,4,0,0,0,0,5,0.67
Oakland Athletics,MLB,Pre All-Star,4,7,3.21,16,16,0,95.1,385,86,36,34,11,19,62,1.10
Oakland Athletics,MLB,Post All-Star,5,6,4.83,14,14,0,85.2,356,88,51,46,14,17,66,1.23
