BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,3,1,0,0,2,1,1,.189,.545
"Freeman, F1B",3,2,1,1,2,0,1,.325,.879
TurnerSS,4,0,1,3,0,2,2,.310,.785
Muncy2B,3,0,0,0,1,1,3,.152,.636
"Turner, J3B",3,1,1,0,1,1,1,.243,.630
"Smith, W.D.C",4,1,1,0,0,1,1,.269,.807
BellingerCF,4,1,2,2,0,0,1,.278,.866
RiosDH,3,1,1,1,1,1,2,.231,.517
LuxLF,4,0,0,0,0,0,4,.276,.888
,31,7,7,7,7,7,16,,
