BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,5,0,0,0,1,1,2,.000,.100
"Rosario, ASS",5,0,0,0,0,3,1,.222,.522
"Ramírez, Jo3B",6,0,0,0,0,2,3,.200,.700
"Naylor, J1B",6,0,1,0,0,2,3,.222,.444
"Gonzalez, ORF",5,1,2,1,0,2,1,.333,1.067
Gimenez2B,5,0,0,0,0,5,3,.125,.250
BrennanDH,5,0,1,0,0,2,2,.200,.400
HedgesC,3,0,0,0,0,1,1,.000,.000
"a-Miller, OPH",1,0,0,0,0,0,0,.000,.000
MaileC,0,0,0,0,1,0,0,.000,1.000
StrawCF,4,0,1,0,1,1,1,.286,.661
,45,1,5,1,3,19,17,,
