BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OrtegaCF,3,0,0,0,1,1,0,.215,.644
ContrerasC,3,0,0,0,0,1,1,.268,.870
HappLF,3,1,1,1,1,0,1,.282,.812
"Suzuki, SRF",3,1,1,0,1,1,1,.257,.830
Rivas1B,4,0,0,0,0,2,2,.226,.726
SchwindelDH,4,0,1,1,0,0,0,.228,.575
Villar2B,4,0,1,0,0,3,0,.242,.598
Morel3B,3,0,1,0,1,2,0,.500,1.850
SimmonsSS,3,0,0,0,0,1,2,.143,.286
a-GomesPH,1,0,0,0,0,0,1,.250,.674
,31,2,5,2,4,11,8,,
