BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
TurnerSS,5,1,1,2,0,3,3,.302,.838
AlvarezSS,0,0,0,0,0,0,0,.182,.364
"Freeman, F1B",5,0,3,0,0,1,1,.292,.824
"Smith, W.D.DH",5,0,1,0,0,1,6,.236,.743
Muncy2B,2,1,1,0,2,0,1,.157,.610
a-AlbertoPH-2B,1,0,0,0,0,1,0,.242,.587
"Turner, J3B",4,1,1,2,1,1,2,.207,.616
BellingerCF,5,1,2,0,0,1,4,.216,.686
"Taylor, ChRF",4,1,1,0,0,1,2,.249,.774
LuxLF,3,1,1,1,1,1,3,.286,.749
"Barnes, AC",1,1,0,1,2,0,1,.191,.706
,35,7,11,6,6,10,23,,
