BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
StrawCF,4,0,0,0,0,0,0,.203,.547
"Rosario, ASS",3,1,1,0,1,0,0,.271,.668
"Miller, O1B",3,0,0,0,1,2,1,.259,.725
"Gonzalez, ODH",4,0,1,0,0,3,3,.337,.802
MercadoRF,3,0,0,0,0,0,3,.205,.615
a-PalaciosPH,1,0,0,0,0,0,0,.279,.652
Gimenez2B,3,0,0,0,0,1,3,.304,.850
Clement3B,3,0,0,0,0,1,1,.200,.506
KwanLF,3,0,0,0,0,0,0,.265,.697
HedgesC,3,0,0,0,0,2,0,.168,.488
,30,1,2,0,2,9,11,,
