PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
Gonsolin,2.0,3,1,1,0,3,0,2.14
Almonte,1.0,0,0,0,0,0,0,1.05
Kahnle,1.0,0,0,0,0,0,0,2.84
Kimbrel,1.0,0,0,0,0,2,0,3.81
Ferguson,0.2,1,0,0,1,0,0,1.87
Martin,0.1,0,0,0,0,1,0,3.11
Vesia,1.0,1,0,0,0,2,0,2.15
"Phillips, E",1.0,2,0,0,0,3,0,1.14
"Graterol(L, 2-4)",1.0,2,1,1,0,0,0,3.26
,9.0,9,2,2,1,11,0,
