BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeRF,5,0,0,0,0,4,0,.000,.111
Rizzo1B,3,0,1,0,2,1,0,.286,1.158
Torres2B,5,1,2,0,0,1,2,.250,.500
StantonDH,3,1,1,2,1,2,2,.200,1.229
1-LocastroPR-DH,1,0,0,0,0,0,0,.000,.000
Donaldson3B,2,0,0,0,3,0,2,.500,1.250
"Cabrera, OLF",5,0,0,0,0,3,4,.000,.000
Kiner-FalefaSS,4,0,2,0,1,0,1,.429,.929
TrevinoC,2,0,0,0,0,1,1,.000,.000
a-CarpenterPH,1,0,0,0,0,1,2,.000,.000
HigashiokaC,1,0,0,0,0,0,3,.000,.000
BaderCF,4,0,0,0,0,2,1,.143,.714
,36,2,6,2,7,15,18,,
