 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2017,,24,18.2,4.2%,8.3%,19,22.7,0.0%,0.0%
2018,,215,17.1,18.1%,0.5%,112,22.5,0.0%,8.9%
2019,,570,18.2,18.2%,0.7%,417,23.7,0.2%,12.7%
2020,,219,18.2,11.9%,2.3%,165,23.8,1.2%,13.3%
2021,,621,19.2,8.9%,3.2%,447,24.1,0.4%,16.6%
2022,,767,18.2,17.1%,1.7%,481,23.5,0.8%,14.3%
