BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,4,0,1,0,1,1,0,.281,.771
JudgeCF-RF,3,1,1,0,1,1,1,.306,1.033
Rizzo1B,4,0,1,0,0,0,4,.233,.876
StantonRF,4,0,3,1,0,1,0,.300,.903
"1-Hicks, APR-CF",0,0,0,0,0,0,0,.217,.624
DonaldsonDH,4,0,1,0,0,2,4,.234,.755
Torres2B,4,0,0,0,0,1,5,.230,.699
GalloLF,2,1,0,0,2,0,0,.198,.659
Kiner-FalefaSS,4,0,2,0,0,1,2,.278,.664
HigashiokaC,3,0,0,1,0,1,1,.161,.424
,32,2,9,2,4,8,17,,
