BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Aranda2B,4,0,0,0,0,1,0,.227,.699
Walls2B,0,0,0,0,0,0,0,.173,.547
ArozarenaRF,4,0,0,0,0,3,0,.267,.779
FrancoSS,3,1,2,0,1,0,0,.275,.726
"Ramírez, HDH",3,0,0,0,0,1,2,.308,.769
PeraltaLF,3,0,2,1,1,1,0,.248,.724
1-SiriPR,0,0,0,0,0,0,0,.215,.616
MargotCF,3,0,0,0,1,0,3,.279,.706
Choi1B,4,0,0,0,0,2,4,.224,.698
Paredes3B,4,0,0,0,0,0,4,.214,.761
"Mejía, FC",3,0,0,0,0,1,0,.248,.663
,31,1,4,1,3,9,13,,
