BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NootbaarCF,3,0,1,0,1,1,1,.333,1.000
PujolsDH,4,0,2,0,0,1,2,.250,.500
1-DeLuzioPR-DH,0,0,0,0,0,0,0,.000,.000
Goldschmidt1B,4,0,0,0,0,3,4,.000,.125
Arenado3B,4,0,0,0,0,2,4,.125,.250
Donovan2B,4,0,0,0,0,1,0,.000,.000
YepezRF,4,0,1,0,0,0,0,.400,1.400
DickersonLF,4,0,2,0,0,0,1,.333,.666
MolinaC,4,0,1,0,0,0,2,.125,.250
2-CarlsonPR,0,0,0,0,0,0,0,.000,.500
EdmanSS,3,0,0,0,1,0,3,.167,.453
,34,0,7,0,2,8,17,,
