BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,4,0,0,0,1,3,1,.271,.777
SwansonSS,4,1,0,0,1,0,3,.293,.803
Riley3B,4,1,0,0,1,1,3,.289,.923
Olson1B,5,0,1,1,0,1,1,.248,.817
"Contreras, WmC",4,0,0,0,1,0,1,.262,.853
"Rosario, EDH",4,0,1,0,0,1,2,.188,.555
1-HerediaPR-DH,0,1,0,0,0,0,0,.136,.541
a-d'ArnaudPH,1,0,1,1,0,0,0,.261,.763
Grissom2B,4,1,2,1,0,0,2,.385,1.109
"Harris II, MCF",4,1,1,1,0,1,1,.287,.825
GrossmanLF,3,0,1,1,1,2,0,.211,.624
,37,5,7,5,5,9,14,,
