Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Buffalo Bisons,Triple-A,First Inning,9,6,2,3,0,0,0,1,3,0,0,0,0,.500,.667,.500,1.167
Dunedin Blue Jays,Class A Advanced,First Inning,4,4,0,1,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500
Buffalo Bisons,Triple-A,Second Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Buffalo Bisons,Triple-A,Third Inning,6,6,0,2,1,0,0,1,0,0,1,0,0,.333,.333,.500,.833
Dunedin Blue Jays,Class A Advanced,Third Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Buffalo Bisons,Triple-A,Fourth Inning,2,2,1,2,0,0,1,1,0,0,0,0,0,1.000,1.000,2.500,3.500
Dunedin Blue Jays,Class A Advanced,Fourth Inning,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Buffalo Bisons,Triple-A,Fifth Inning,4,4,2,2,0,0,1,3,0,0,0,0,0,.500,.500,1.250,1.750
Dunedin Blue Jays,Class A Advanced,Fifth Inning,1,1,1,1,0,0,0,1,0,0,0,0,0,1.000,1.000,1.000,2.000
Buffalo Bisons,Triple-A,Sixth Inning,3,2,0,0,0,0,0,0,1,1,0,0,0,.000,.333,.000,.333
Dunedin Blue Jays,Class A Advanced,Sixth Inning,4,3,1,2,1,0,0,0,0,0,0,0,1,.667,.750,1.000,1.750
Buffalo Bisons,Triple-A,Seventh Inning,3,3,2,2,0,0,1,2,0,0,0,0,0,.667,.667,1.667,2.334
Dunedin Blue Jays,Class A Advanced,Seventh Inning,1,0,0,0,0,0,0,0,1,0,0,0,0,.000,1.000,.000,1.000
Buffalo Bisons,Triple-A,Eighth Inning,2,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Dunedin Blue Jays,Class A Advanced,Eighth Inning,2,2,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000
Buffalo Bisons,Triple-A,Ninth Inning,4,4,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
Dunedin Blue Jays,Class A Advanced,Ninth Inning,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
