,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2019,TOR,AL,123,514,464,52,126,26,2,15,69,46,91,0,1,2,.272,.339,.433,.772
,2020,TOR,AL,60,243,221,34,58,13,2,9,33,20,38,1,0,2,.262,.329,.462,.791
*,2021,TOR,AL,161,698,604,123,188,29,1,48,111,86,110,4,1,6,.311,.401,.601,1.002
*,2022,TOR,AL,160,706,638,90,175,35,0,32,97,58,116,8,3,6,.274,.339,.480,.819
,4 Seasons,TOR,AL,504,2161,1927,299,547,103,5,104,310,210,355,13,5,16,.284,.358,.504,.862
