Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Buffalo Bisons,Triple-A,Batting Third,34,30,,11,1,0,3,8,4,2,,,0,.367,.441,.700,1.141
Dunedin Blue Jays,Class A Advanced,Batting Third,13,11,,3,0,0,0,1,1,1,,,1,.273,.385,.273,.658
Dunedin Blue Jays,Class A Advanced,Batting Fourth,4,4,,1,1,0,0,0,0,1,,,0,.250,.250,.500,.750
