Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,Slider,,-0.3,-2,665,25.6,195,.242,.371,.307,32.0,21.5,20.3,.266,.421,.332,46.3
2022,4-Seamer,,1.1,7,660,25.4,161,.307,.586,.407,18.0,11.8,10.7,.315,.543,.402,56.5
2022,Sinker,,0.9,4,503,19.4,143,.271,.504,.387,11.7,13.3,20.0,.270,.443,.336,49.1
2022,Changeup,,-0.3,-1,323,12.4,97,.244,.344,.297,32.4,22.7,19.8,.243,.362,.293,50.0
2022,Cutter,,1.1,2,215,8.3,45,.333,.619,.427,26.0,11.1,11.6,.356,.658,.435,52.6
2022,Curveball,,2.4,4,171,6.6,37,.229,.657,.405,32.2,21.6,16.3,.196,.488,.307,48.1
2022,Splitter,,5.4,3,54,2.1,21,.474,.579,.486,21.2,4.8,5.6,.281,.396,.335,50.0
2022,N/A,,-7.3,0,5,0.2,1,.000,.000,.000,0.0,0.0,0.0,.092,.132,.086,0.0
2021,4-Seamer,,4.1,32,787,31.4,209,.383,.794,.520,15.0,10.0,11.4,.377,.811,.523,64.4
2021,Slider,,2.1,11,522,20.8,155,.246,.536,.372,35.2,18.7,18.4,.265,.514,.366,50.0
2021,Sinker,,1.6,7,420,16.7,120,.370,.530,.454,18.2,11.7,16.9,.312,.499,.406,59.3
2021,Changeup,,0.7,2,354,14.1,85,.197,.447,.325,45.2,24.7,20.8,.233,.451,.333,41.8
2021,Cutter,,1.7,3,200,8.0,55,.327,.510,.414,24.2,14.5,28.6,.309,.501,.384,61.0
2021,Curveball,,1.7,3,198,7.9,60,.273,.582,.402,41.5,26.7,25.8,.260,.483,.346,38.5
2021,Splitter,,2.0,0,23,0.9,6,.333,.333,.300,30.0,16.7,20.0,.406,.692,.465,40.0
2021,N/A,,7.6,0,5,0.2,1,--,--,.700,0.0,0.0,--,--,--,.700,--
2020,4-Seamer,,-0.2,-1,300,33.1,79,.254,.465,.361,14.8,10.1,10.3,.294,.557,.392,58.7
2020,Sinker,,2.0,3,152,16.8,37,.364,.485,.430,14.9,8.1,13.6,.250,.308,.294,56.7
2020,Slider,,0.8,1,129,14.2,33,.313,.531,.398,33.3,15.2,14.3,.269,.434,.314,40.7
2020,Changeup,,-2.6,-3,114,12.6,33,.129,.161,.162,44.4,30.3,28.6,.167,.226,.203,23.8
2020,Cutter,,-0.3,0,106,11.7,24,.227,.545,.390,21.8,8.3,10.0,.330,.557,.401,45.0
2020,Curveball,,6.1,5,86,9.5,29,.320,.680,.455,32.4,27.6,22.9,.268,.507,.378,70.6
2020,Splitter,,-2.4,0,20,2.2,7,.143,.286,.179,28.6,28.6,40.0,.138,.227,.151,40.0
2019,4-Seamer,,0.8,5,637,32.1,138,.331,.508,.417,13.6,12.3,11.0,.300,.468,.379,37.6
2019,Slider,,-2.4,-12,485,24.4,136,.220,.276,.251,40.6,26.5,22.9,.228,.405,.294,35.9
2019,Sinker,,2.9,10,327,16.5,90,.308,.538,.408,11.4,12.2,18.0,.258,.442,.349,42.6
2019,Changeup,,0.5,1,182,9.2,51,.261,.457,.362,28.7,11.8,10.7,.279,.477,.356,32.5
2019,Curveball,,-1.5,-3,173,8.7,50,.180,.360,.227,31.5,28.0,26.4,.209,.402,.255,52.8
2019,Cutter,,0.3,0,151,7.6,41,.282,.410,.341,19.4,17.1,17.1,.231,.349,.267,31.3
2019,Splitter,,13.5,3,24,1.2,7,.500,1.500,.800,8.3,0.0,0.0,.347,.840,.513,50.0
2019,Knuckleball,,1.9,0,7,0.4,1,--,--,.700,33.3,0.0,0.0,--,--,.700,--
