Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,Bluefield Blue Jays,APP,ROK,3B,50,50,438.0,114,32,73,9,6,,.921
2016,Bluefield Blue Jays,APP,ROK,DH,12,12,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,3B,102,102,877.1,245,69,161,15,21,,.939
2017,2 Teams,,Minors,DH,17,17,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,3B,102,102,877.1,245,69,161,15,21,,.939
2017,2 Teams,,Minors,DH,17,17,0.0,0,0,0,0,0,,.000
2017,Lansing Lugnuts,MID,A(Full),3B,61,61,523.0,135,40,87,8,14,,.941
2017,Lansing Lugnuts,MID,A(Full),DH,10,10,0.0,0,0,0,0,0,,.000
2017,Dunedin Blue Jays,FSL,A(Adv),3B,41,41,354.1,110,29,74,7,7,,.936
2017,Dunedin Blue Jays,FSL,A(Adv),DH,7,7,0.0,0,0,0,0,0,,.000
2018,3 Teams,,Minors,DH,14,14,0.0,0,0,0,0,0,,.000
2018,3 Teams,,Minors,DH,14,14,0.0,0,0,0,0,0,,.000
2018,4 Teams,,Minors,3B,81,81,684.0,217,47,158,12,20,,.945
2018,4 Teams,,Minors,3B,81,81,684.0,217,47,158,12,20,,.945
2018,GCL Blue Jays,GCL,ROK,3B,2,2,12.0,3,1,2,0,0,,1.000
2018,GCL Blue Jays,GCL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2018,Dunedin Blue Jays,FSL,A(Adv),3B,1,1,9.0,1,0,0,1,0,,.000
2018,New Hampshire Fisher Cats,EAS,AA,3B,53,53,447.0,134,33,95,6,14,,.955
2018,New Hampshire Fisher Cats,EAS,AA,DH,8,8,0.0,0,0,0,0,0,,.000
2018,Buffalo Bisons,INT,AAA,3B,25,25,216.0,79,13,61,5,6,,.937
2018,Buffalo Bisons,INT,AAA,DH,5,5,0.0,0,0,0,0,0,,.000
2019,2 Teams,,Minors,3B,11,11,77.1,17,5,12,0,0,,1.000
2019,2 Teams,,Minors,3B,11,11,77.1,17,5,12,0,0,,1.000
2019,Dunedin Blue Jays,FSL,A(Adv),3B,4,4,32.1,4,1,3,0,0,,1.000
2019,Buffalo Bisons,INT,AAA,3B,7,7,45.0,13,4,9,0,0,,1.000
2019,Buffalo Bisons,INT,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
,2 Teams,,ROK,3B,52,52,450.0,117,33,75,9,6,,.923
,2 Teams,,ROK,DH,13,13,0.0,0,0,0,0,0,,.000
,Buffalo Bisons,INT,AAA,3B,32,32,261.0,92,17,70,5,6,,.946
,Buffalo Bisons,INT,AAA,DH,7,7,0.0,0,0,0,0,0,,.000
,New Hampshire Fisher Cats,EAS,AA,3B,53,53,447.0,134,33,95,6,14,,.955
,New Hampshire Fisher Cats,EAS,AA,DH,8,8,0.0,0,0,0,0,0,,.000
,Dunedin Blue Jays,FSL,A+,3B,46,46,395.2,115,30,77,8,7,,.930
,Dunedin Blue Jays,FSL,A+,DH,7,7,0.0,0,0,0,0,0,,.000
,Lansing Lugnuts,MID,A,3B,61,61,523.0,135,40,87,8,14,,.941
,Lansing Lugnuts,MID,A,DH,10,10,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,3B,192,192,1626.2,476,120,329,27,41,,.943
,4 Teams,,Minors,DH,32,32,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,3B,192,192,1626.2,476,120,329,27,41,,.943
Career Minors,4 Teams,,,DH,32,32,0.0,0,0,0,0,0,,.000
