PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
McKenzie,5.0,4,4,4,1,5,2,3.27
Hentges,1.2,1,1,1,1,2,1,1.93
"De Los Santos, E",1.1,0,0,0,0,1,0,0.00
"Morgan(W, 1-0)",1.0,0,0,0,0,1,0,0.00
,9.0,5,5,5,2,9,3,
