BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,5,2,3,1,0,1,0,.261,.727
"Rosario, ASS",5,1,1,1,0,2,3,.227,.656
"Ramírez, Jo3B",5,0,3,0,0,0,2,.348,.940
"Naylor, JDH",5,0,1,1,0,3,4,.217,.478
"Gonzalez, ORF",5,0,1,2,0,2,2,.261,.683
Gimenez2B,4,1,1,0,0,1,2,.200,.488
Arias1B,4,1,2,0,0,1,0,.500,1.250
HedgesC,2,0,1,0,0,0,0,.083,.297
a-BrennanPH,1,0,1,1,0,0,0,.200,.400
MaileC,1,0,0,0,0,0,0,.000,.333
StrawCF,4,1,1,0,0,0,4,.222,.578
,41,6,15,6,0,10,17,,
