BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Torres2B,4,0,0,0,0,0,2,.167,.334
JudgeRF,4,1,1,2,0,1,0,.083,.487
Rizzo1B,3,0,0,0,1,1,0,.200,.885
StantonDH,4,0,0,0,0,1,1,.111,.717
Donaldson3B,4,0,0,0,0,2,0,.250,.750
Kiner-FalefaSS,4,0,0,0,0,1,0,.273,.606
BaderCF,4,2,2,1,0,0,0,.273,1.091
HigashiokaC,2,0,0,0,1,2,1,.000,.250
"Cabrera, OLF",3,2,2,2,0,1,1,.182,.727
,32,5,5,5,2,9,5,,
