Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2014,3 Teams,,Minors,P,9,6,24.2,1,0,1,0,0,,1.000
2014,3 Teams,,Minors,P,9,6,24.2,1,0,1,0,0,,1.000
2014,3 Teams,,Minors,P,9,6,24.2,1,0,1,0,0,,1.000
2014,AZL White Sox,AZL,ROK,P,2,1,3.0,0,0,0,0,0,,.000
2014,Winston-Salem Dash,CAR,A(Adv),P,4,2,9.2,0,0,0,0,0,,.000
2014,Charlotte Knights,INT,AAA,P,3,3,12.0,1,0,1,0,0,,1.000
2015,Charlotte Knights,INT,AAA,P,2,2,10.0,2,2,0,0,0,,1.000
2016,Charlotte Knights,INT,AAA,P,1,1,3.2,3,0,2,1,1,,.667
2017,2 Teams,,Minors,P,4,4,17.0,3,0,3,0,0,,1.000
2017,2 Teams,,Minors,P,4,4,17.0,3,0,3,0,0,,1.000
2017,2 Teams,,Minors,P,4,4,17.0,3,0,3,0,0,,1.000
2017,Winston-Salem Dash,CAR,A(Adv),P,1,1,3.1,1,0,1,0,0,,1.000
2017,Charlotte Knights,INT,AAA,P,3,3,13.2,2,0,2,0,0,,1.000
2018,2 Teams,,Minors,P,4,4,17.2,2,0,2,0,0,,1.000
2018,2 Teams,,Minors,P,4,4,17.2,2,0,2,0,0,,1.000
2018,2 Teams,,Minors,P,4,4,17.2,2,0,2,0,0,,1.000
2018,Kannapolis Intimidators,SAL,A(Full),P,1,1,5.0,0,0,0,0,0,,.000
2018,Charlotte Knights,INT,AAA,P,3,3,12.2,2,0,2,0,0,,1.000
,ACL White Sox,AZL,ROK,P,2,1,3.0,0,0,0,0,0,,.000
,Charlotte Knights,INT,AAA,P,12,12,52.0,10,2,7,1,1,,.900
,Winston-Salem Dash,SAL,A+,P,5,3,13.0,1,0,1,0,0,,1.000
,Kannapolis Cannon Ballers,CAR,A,P,1,1,5.0,0,0,0,0,0,,.000
,4 Teams,,Minors,P,20,17,73.0,11,2,8,1,1,,.909
,4 Teams,,Minors,P,20,17,73.0,11,2,8,1,1,,.909
Career Minors,4 Teams,,,P,20,17,73.0,11,2,8,1,1,,.909
