BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,2,3,2,0,1,0,.269,.846
"Freeman, F1B",4,0,1,1,0,1,1,.300,.869
TurnerSS,4,1,1,1,0,1,2,.274,.742
"Smith, W.D.C",4,1,1,1,0,0,2,.253,.758
MuncyDH,3,1,0,0,1,0,0,.159,.628
"Turner, J3B",4,1,1,2,0,2,0,.202,.602
BellingerCF,3,0,0,0,1,2,0,.197,.670
"Taylor, ChLF",3,0,1,0,0,1,1,.266,.794
Alberto2B,2,1,1,0,0,0,1,.242,.568
a-LuxPH-2B,1,0,0,0,0,0,0,.247,.669
,32,7,9,7,2,8,7,,
